2.363991127413143378e-01,2.891597806769026779e-01,2.777098184208598441e-01,2.312279745856385960e-01,1.801381306973565133e-01,1.332925633065457360e-01,9.035724245414560041e-02,5.488630355640281011e-02,3.526580350989298729e-02,3.238758011056602770e-02,3.628482933134562216e-02,3.844447729619300536e-02,3.710689561382624069e-02,3.361174019836472154e-02,2.937359754944861984e-02,2.518860008728019545e-02,2.139115159708931263e-02,1.807712317002200739e-02,1.523878524573904665e-02,1.283017753936068102e-02,1.079556092953894153e-02,9.080771994135731703e-03,7.637176184604003819e-03,6.422573476753221100e-03,5.400929004264996836e-03,4.541710133029075620e-03,3.819144894003757319e-03,3.211520859605084856e-03,2.700562941126629854e-03,2.270896455673989105e-03
2.891597806769026779e-01,4.714251215010779039e-01,5.751543903742396546e-01,5.483440255896443460e-01,4.475546278089128083e-01,3.322518538751310646e-01,2.237290659478672894e-01,1.352490995667199325e-01,8.625229650065423248e-02,7.810634062327184712e-02,8.673600730212480125e-02,9.160451326032942321e-02,8.832028828137769572e-02,7.996826875265290735e-02,6.987297726288393962e-02,5.991320999503774863e-02,5.087880247004929191e-02,4.299563272766117328e-02,3.624445638210548742e-02,3.051560813222356852e-02,2.567637090280863038e-02,2.159786051733166359e-02,1.816437826181780540e-02,1.527554424825106928e-02,1.284564812186854768e-02,1.080206873332081874e-02,9.083508866905710966e-03,7.638327040492775243e-03,6.423057382038642286e-03,5.401132467679876058e-03
2.777098184208598441e-01,5.751543903742396546e-01,9.355526355700162222e-01,1.133988760945002561e+00,1.062292153791312144e+00,8.303366410047201551e-01,5.652465240394322077e-01,3.419017054355762419e-01,2.159363847416918003e-01,1.907699008494448956e-01,2.083421369908475818e-01,2.186658043313116084e-01,2.103690625321083807e-01,1.903193622390668138e-01,1.662362859488894229e-01,1.425188055666798126e-01,1.210193478465629580e-01,1.022649716722907887e-01,8.620581822015103979e-02,7.257938116844986354e-02,6.106930834682842285e-02,5.136876908809814152e-02,4.320246210316290580e-02,3.633159130402256742e-02,3.055228048211099806e-02,2.569179743450353617e-02,2.160434819614258720e-02,1.816710633564917743e-02,1.527669133367899439e-02,1.284613042694952335e-02
2.312279745856385960e-01,5.483440255896443460e-01,1.133988760945002561e+00,1.834579734828525321e+00,2.190884977702147740e+00,1.979035748930548788e+00,1.436743235277326169e+00,8.912363810286301202e-01,5.603885797799977864e-01,4.764644385693546091e-01,5.050378357844114152e-01,5.237994469249145357e-01,5.017945741237863633e-01,4.532351429872261139e-01,3.956133287337925686e-01,3.390655849988940540e-01,2.878744588155838224e-01,2.432453323114187049e-01,2.050402192726594741e-01,1.726268036810235662e-01,1.452493602241722304e-01,1.221767360286625387e-01,1.027535711912208466e-01,8.641166648030014497e-02,7.266601764188937440e-02,6.110575300311757441e-02,5.138409607097609022e-02,4.320890712414115348e-02,3.633430127363121431e-02,3.055341992015548833e-02
1.801381306973565133e-01,4.475546278089128083e-01,1.062292153791312144e+00,2.190884977702147740e+00,3.506000699331677684e+00,4.072247117030530994e+00,3.478280078737431502e+00,2.356413214430717940e+00,1.517326894909875934e+00,1.231959760947712201e+00,1.244343542810558034e+00,1.263071459119113227e+00,1.200279853176152045e+00,1.080705878827826316e+00,9.420442556825808778e-01,8.068981835221427090e-01,6.848763293040236455e-01,5.786183635007523529e-01,4.877042197770072307e-01,4.105921758736612581e-01,3.454690825588405123e-01,2.905893831527817661e-01,2.443916050266034534e-01,2.055231782645752792e-01,1.728300758374003154e-01,1.453348704443610251e-01,1.222126980717751360e-01,1.027686933495225857e-01,8.641802498131595511e-02,7.266869114984288169e-02
1.332925633065457360e-01,3.322518538751310646e-01,8.303366410047201551e-01,1.979035748930548788e+00,4.072247117030530994e+00,6.419812801971164440e+00,7.214360502029494526e+00,5.939500195850790476e+00,4.201419820398068161e+00,3.320480189573382201e+00,3.146056555094991047e+00,3.082120002044440810e+00,2.886269699279802481e+00,2.583148433888568185e+00,2.245822847843829795e+00,1.921317280863802379e+00,1.629829454101247022e+00,1.376575316970897855e+00,1.160122624510130818e+00,9.766254701526427828e-01,8.216968214836787299e-01,6.911537944724259752e-01,5.812694614375157887e-01,4.888213498416120739e-01,4.110623938450480019e-01,3.456668948530350893e-01,2.906725761126752738e-01,2.444265882224124498e-01,2.055378879094162947e-01,1.728362606962542125e-01
9.035724245414560041e-02,2.237290659478672894e-01,5.652465240394322077e-01,1.436743235277326169e+00,3.478280078737431502e+00,7.214360502029494526e+00,1.134911431697174677e+01,1.276850345683423704e+01,1.110734085455560916e+01,9.160196859180217643e+00,8.211745392812883182e+00,7.665159752713494257e+00,7.006689903118596519e+00,6.202915083170762678e+00,5.366121600284497362e+00,4.579979456280194761e+00,3.880721821279191630e+00,3.275876163575586641e+00,2.760012404450565171e+00,2.323139410812332883e+00,1.954469712687639138e+00,1.643906479335607074e+00,1.382523295423601972e+00,1.162629634225475828e+00,9.776808428816924357e-01,8.221408257229277927e-01,6.913405330350280709e-01,5.813479874809902581e-01,4.888543685303490260e-01,4.110762770306041203e-01
5.488630355640281011e-02,1.352490995667199325e-01,3.419017054355762419e-01,8.912363810286301202e-01,2.356413214430717940e+00,5.939500195850790476e+00,1.276850345683423704e+01,2.086303161612820389e+01,2.502615737880362445e+01,2.421704702876529325e+01,2.181810200211486261e+01,1.951634027563943619e+01,1.726929452272022303e+01,1.501880467880124748e+01,1.287666938751561574e+01,1.094133561663189447e+01,9.250327634695640455e+00,7.799968187224672889e+00,6.568062528194141159e+00,5.526906226915852649e+00,4.649177125215720352e+00,3.910159069667039855e+00,3.288325978462497634e+00,2.765262335899215440e+00,2.325349987911828897e+00,1.955399830667005956e+00,1.644297689837167509e+00,1.382687809474375085e+00,1.162698810233463220e+00,9.777099291495520150e-01
3.526580350989298729e-02,8.625229650065423248e-02,2.159363847416918003e-01,5.603885797799977864e-01,1.517326894909875934e+00,4.201419820398068161e+00,1.110734085455560916e+01,2.502615737880362445e+01,4.307784211085419201e+01,5.490273555318073306e+01,5.571050533358473444e+01,5.025405757269965079e+01,4.335660930719020456e+01,3.684656162291347670e+01,3.113681064249032104e+01,2.624592898374657679e+01,2.209657109989148083e+01,1.859206051186061615e+01,1.563868160622794967e+01,1.315248194749351818e+01,1.106070371855580348e+01,9.301254627341487335e+00,7.821538219835216132e+00,6.577165068454580599e+00,5.530740436139897298e+00,4.650790699340045187e+00,3.910837807090245644e+00,3.288611418244890228e+00,2.765382362390754523e+00,2.325400455746332806e+00
3.238758011056602770e-02,7.810634062327184712e-02,1.907699008494448956e-01,4.764644385693546091e-01,1.231959760947712201e+00,3.320480189573382201e+00,9.160196859180217643e+00,2.421704702876529325e+01,5.490273555318073306e+01,9.562925332962080915e+01,1.230963275206218555e+02,1.243046375057785866e+02,1.095912656106499412e+02,9.183407976604209466e+01,7.621298689192032327e+01,6.342320423994462431e+01,5.299572953599663094e+01,4.440949068351841333e+01,3.727604936794499224e+01,3.131621930331618842e+01,2.632134418566328549e+01,2.212830363094175468e+01,1.860541066885803119e+01,1.564429673833993739e+01,1.315484329431459720e+01,1.106169664626667881e+01,9.301672124224310778e+00,7.821713760363027568e+00,6.577238875149958197e+00,5.530771468242349442e+00
